source.type,source.ID,source.description,variable,var.description,Units,Gender,Min.Age,Max.Age,Form,Mean,CV
Product,IH3 ,INSIDE THE HOME; AUTOMATIC DISHWASHING ADDITIVE ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,20,1
Product,IH3 ,INSIDE THE HOME; AUTOMATIC DISHWASHING ADDITIVE ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,IH3 ,INSIDE THE HOME; AUTOMATIC DISHWASHING ADDITIVE ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.05,0
Product,IH3 ,INSIDE THE HOME; AUTOMATIC DISHWASHING ADDITIVE ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.4,0
Product,IH3 ,INSIDE THE HOME; AUTOMATIC DISHWASHING ADDITIVE ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.4,0
Product,IH4 ,INSIDE THE HOME; AUTOMATIC DISHWASHING DETERGENT ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,IH4 ,INSIDE THE HOME; AUTOMATIC DISHWASHING DETERGENT ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,IH4 ,INSIDE THE HOME; AUTOMATIC DISHWASHING DETERGENT ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH4 ,INSIDE THE HOME; AUTOMATIC DISHWASHING DETERGENT ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,50,1
Product,IH4 ,INSIDE THE HOME; AUTOMATIC DISHWASHING DETERGENT ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,IH4 ,INSIDE THE HOME; AUTOMATIC DISHWASHING DETERGENT ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,IH4 ,INSIDE THE HOME; AUTOMATIC DISHWASHING DETERGENT ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.7,0
Product,IH4 ,INSIDE THE HOME; AUTOMATIC DISHWASHING DETERGENT ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.7,0
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,1.415695018,1
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,20,1
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,50,1
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,100,1
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.68,0
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.8,0
Product,IH5 ,INSIDE THE HOME; BATHROOM CLEANER ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,IH6 ,INSIDE THE HOME; BLEACH ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,1.539767013,1
Product,IH6 ,INSIDE THE HOME; BLEACH ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,IH6 ,INSIDE THE HOME; BLEACH ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.05,0
Product,IH6 ,INSIDE THE HOME; BLEACH ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH6 ,INSIDE THE HOME; BLEACH ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH6 ,INSIDE THE HOME; BLEACH ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,50,1
Product,IH6 ,INSIDE THE HOME; BLEACH ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,104,1
Product,IH6 ,INSIDE THE HOME; BLEACH ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,. ,0
Product,IH6 ,INSIDE THE HOME; BLEACH ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.8,0
Product,IH6 ,INSIDE THE HOME; BLEACH ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.8,0
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,43.33232001,1
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,0.2,0
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,200,1
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.52,0
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.52,0
Product,IH7 ,INSIDE THE HOME; CARPET CLEANER ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,IH8 ,INSIDE THE HOME; CARPET DEODORIZER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,22.5,1
Product,IH8 ,INSIDE THE HOME; CARPET DEODORIZER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,IH8 ,INSIDE THE HOME; CARPET DEODORIZER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,IH8 ,INSIDE THE HOME; CARPET DEODORIZER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH8 ,INSIDE THE HOME; CARPET DEODORIZER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH8 ,INSIDE THE HOME; CARPET DEODORIZER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,500,1
Product,IH8 ,INSIDE THE HOME; CARPET DEODORIZER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,IH8 ,INSIDE THE HOME; CARPET DEODORIZER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,IH8 ,INSIDE THE HOME; CARPET DEODORIZER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.2,0
Product,IH8 ,INSIDE THE HOME; CARPET DEODORIZER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.2,0
Product,IH9 ,INSIDE THE HOME; CLEANER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0.903837189,1
Product,IH9 ,INSIDE THE HOME; CLEANER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,IH9 ,INSIDE THE HOME; CLEANER ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,IH9 ,INSIDE THE HOME; CLEANER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,IH9 ,INSIDE THE HOME; CLEANER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH9 ,INSIDE THE HOME; CLEANER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH9 ,INSIDE THE HOME; CLEANER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,50,1
Product,IH9 ,INSIDE THE HOME; CLEANER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,180,1
Product,IH9 ,INSIDE THE HOME; CLEANER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,IH9 ,INSIDE THE HOME; CLEANER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.83,0
Product,IH9 ,INSIDE THE HOME; CLEANER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.71,0
Product,IH9 ,INSIDE THE HOME; CLEANER ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,IH10 ,INSIDE THE HOME; DISH SOAP ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,IH10 ,INSIDE THE HOME; DISH SOAP ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.05,0
Product,IH10 ,INSIDE THE HOME; DISH SOAP ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH10 ,INSIDE THE HOME; DISH SOAP ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,100,1
Product,IH10 ,INSIDE THE HOME; DISH SOAP ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,462,1
Product,IH10 ,INSIDE THE HOME; DISH SOAP ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.3,0
Product,IH10 ,INSIDE THE HOME; DISH SOAP ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.9,0
Product,IH10 ,INSIDE THE HOME; DISH SOAP ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.9,0
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,1.2485008,1
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,10,1
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,50,1
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.2,0
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.57,0
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.57,0
Product,IH11 ,INSIDE THE HOME; DISINFECTANT ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,1.2485008,1
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,10,1
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,23,1
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,365,1
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.2,0
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.57,0
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.57,0
Product,IH12 ,INSIDE THE HOME; DISINFECTANT SPRAY ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,IH13 ,INSIDE THE HOME; DRAIN ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,20,1
Product,IH13 ,INSIDE THE HOME; DRAIN ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.00038,0
Product,IH13 ,INSIDE THE HOME; DRAIN ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH13 ,INSIDE THE HOME; DRAIN ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,500,1
Product,IH13 ,INSIDE THE HOME; DRAIN ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,4,1
Product,IH13 ,INSIDE THE HOME; DRAIN ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,IH13 ,INSIDE THE HOME; DRAIN ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.3,0
Product,IH13 ,INSIDE THE HOME; DRAIN ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.3,0
Product,IH14 ,INSIDE THE HOME; DRY CLEANER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,IH14 ,INSIDE THE HOME; DRY CLEANER ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,IH14 ,INSIDE THE HOME; DRY CLEANER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,3,1
Product,IH14 ,INSIDE THE HOME; DRY CLEANER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,IH14 ,INSIDE THE HOME; DRY CLEANER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.05,0
Product,IH14 ,INSIDE THE HOME; DRY CLEANER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.05,0
Product,IH14 ,INSIDE THE HOME; DRY CLEANER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.05,0
Product,IH14 ,INSIDE THE HOME; DRY CLEANER ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0,1
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,10,1
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,0.2,0
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,5,1
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,13,1
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.13,0
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.13,0
Product,IH15 ,INSIDE THE HOME; ELECTRONICS CLEANER ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0.498501998,1
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,15,1
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,0.2,0
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,50,1
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,104,1
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.2,0
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.7,0
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.7,0
Product,IH16 ,INSIDE THE HOME; FABRIC DEODORIZER ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0.498501998,1
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,10,1
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,f.aerosol ,Fraction of chemcial used that is airborne for inhalation ,[-] ,B ,0,99,POINT ,1,0
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,20,1
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,12,1
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.05,0
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.4,0
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.4,0
Product,IH17 ,INSIDE THE HOME; FABRIC PROTECTANT ,volume ,Volume of Cloud ,m3 ,B ,0,99,normal ,48,0.5
Product,IH18 ,INSIDE THE HOME; FABRIC SOFTENER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,5,1
Product,IH18 ,INSIDE THE HOME; FABRIC SOFTENER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,IH18 ,INSIDE THE HOME; FABRIC SOFTENER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH18 ,INSIDE THE HOME; FABRIC SOFTENER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,100,1
Product,IH18 ,INSIDE THE HOME; FABRIC SOFTENER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,104,1
Product,IH18 ,INSIDE THE HOME; FABRIC SOFTENER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0.05,0
Product,IH18 ,INSIDE THE HOME; FABRIC SOFTENER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.8,0
Product,IH18 ,INSIDE THE HOME; FABRIC SOFTENER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.8,0
Product,IH19 ,INSIDE THE HOME; FIREPLACE ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,0.048519802,1
Product,IH19 ,INSIDE THE HOME; FIREPLACE ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,IH19 ,INSIDE THE HOME; FIREPLACE ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,IH19 ,INSIDE THE HOME; FIREPLACE ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH19 ,INSIDE THE HOME; FIREPLACE ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH19 ,INSIDE THE HOME; FIREPLACE ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,50,1
Product,IH19 ,INSIDE THE HOME; FIREPLACE ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,2,1
Product,IH19 ,INSIDE THE HOME; FIREPLACE ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,IH19 ,INSIDE THE HOME; FIREPLACE ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.01,0
Product,IH19 ,INSIDE THE HOME; FIREPLACE ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.01,0
Product,IH20 ,INSIDE THE HOME; FLOOR CLEANER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,22.5,1
Product,IH20 ,INSIDE THE HOME; FLOOR CLEANER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,IH20 ,INSIDE THE HOME; FLOOR CLEANER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.001,0
Product,IH20 ,INSIDE THE HOME; FLOOR CLEANER ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH20 ,INSIDE THE HOME; FLOOR CLEANER ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH20 ,INSIDE THE HOME; FLOOR CLEANER ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,600,1
Product,IH20 ,INSIDE THE HOME; FLOOR CLEANER ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,100,1
Product,IH20 ,INSIDE THE HOME; FLOOR CLEANER ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,IH20 ,INSIDE THE HOME; FLOOR CLEANER ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.63,0
Product,IH20 ,INSIDE THE HOME; FLOOR CLEANER ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.69,0
Product,IH21 ,INSIDE THE HOME; FLOOR POLISH ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,22.5,1
Product,IH21 ,INSIDE THE HOME; FLOOR POLISH ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,IH21 ,INSIDE THE HOME; FLOOR POLISH ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
Product,IH21 ,INSIDE THE HOME; FLOOR POLISH ,f.ingested ,Fraction ingested ,[-] ,B ,0,99,Lognormal ,0.5,0.2
Product,IH21 ,INSIDE THE HOME; FLOOR POLISH ,f.residual ,Fraction of mass in contact with skin that remains after dur ,[-] ,B ,0,99,Point ,0.01,0
Product,IH21 ,INSIDE THE HOME; FLOOR POLISH ,mass ,Mass per use ,g ,B ,0,99,Lognormal ,550,1
Product,IH21 ,INSIDE THE HOME; FLOOR POLISH ,use.freq ,Frequency ,1/year ,B ,0,99,lognormal ,2,1
Product,IH21 ,INSIDE THE HOME; FLOOR POLISH ,use.prev ,Fraction of population using product ,[-] ,B ,0,12,point ,0,0
Product,IH21 ,INSIDE THE HOME; FLOOR POLISH ,use.prev ,Fraction of population using product ,[-] ,M ,13,99,point ,0.63,0
Product,IH21 ,INSIDE THE HOME; FLOOR POLISH ,use.prev ,Fraction of population using product ,[-] ,W ,13,99,point ,0.69,0
Product,IH22 ,INSIDE THE HOME; FLOOR SEALER ,area ,Surface area of Product Application ,m^2 ,B ,0,99,lognormal ,22.5,1
Product,IH22 ,INSIDE THE HOME; FLOOR SEALER ,duration ,Duration of direct exposure event ,minutes ,B ,0,99,Lognormal ,30,1
Product,IH22 ,INSIDE THE HOME; FLOOR SEALER ,f.contact ,Fraction of mass in contact with skin during direct use ,[-] ,B ,0,99,Point ,0.01,0
